city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,rating,featureId,aggregate
,Fayette County,IL,USA,0,,,0,0,21416,38.977119,-88.9754655,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,25,
,Ford County,IL,USA,0,,,0,0,13264,40.698344500000005,-88.1958575,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,26,
,Franklin County,IL,USA,0,,,0,0,38701,37.993596999999994,-88.9411015,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,27,
,Fulton County,IL,USA,0,,,0,0,34844,40.449306,-90.1619825,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,28,
,Gallatin County,IL,USA,0,,,0,0,5058,37.744911,-88.20168100000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,29,
,Greene County,IL,USA,0,,,0,0,13044,39.31966,-90.3851795,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,30,
,Grundy County,IL,USA,0,,,0,0,50972,41.285694500000005,-88.4184245,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,31,
,Hamilton County,IL,USA,0,,,0,0,8163,38.081728999999996,-88.5385565,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,32,
,Hancock County,IL,USA,0,,,0,0,17844,40.4161445,-91.2057425,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,33,
,Hardin County,IL,USA,0,,,0,0,3910,37.5007875,-88.2382205,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,34,
,Henderson County,IL,USA,0,,,0,0,6709,40.852598,-90.985311,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,35,
,Henry County,IL,USA,0,,,0,0,49090,41.366804,-90.147138,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,36,
,Iroquois County,IL,USA,0,,,0,0,27604,40.7479615,-87.8288605,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,37,
,Jackson County,IL,USA,0,,,0,0,57419,37.7586175,-89.4158765,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,38,
,Jasper County,IL,USA,0,,,0,0,9611,39.0112015,-88.1538415,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,39,
,Jefferson County,IL,USA,0,,,0,0,37820,38.300858,-88.92435,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,40,
,Jersey County,IL,USA,0,,,0,0,21847,39.0926805,-90.37477999999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,41,
,Jo Daviess County,IL,USA,0,,,0,0,21366,42.3509385,-90.288092,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,42,
,Johnson County,IL,USA,0,,,0,0,12456,37.447419999999994,-88.8766665,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,43,
,Kane County,IL,USA,3,,,0,3,534216,41.9369435,-88.419968,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,44,
,Kankakee County,IL,USA,0,,,0,0,110024,41.146305999999996,-87.889151,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,45,
,Kendall County,IL,USA,0,,,0,0,127915,41.590843,-88.42785900000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,46,
,Knox County,IL,USA,0,,,0,0,50112,40.9317725,-90.214451,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,47,
,Lake County,IL,USA,5,,,0,5,700832,42.324290500000004,-87.9794555,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,48,
,LaSalle County,IL,USA,0,,,0,0,109430,41.278569000000005,-88.87672,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,49,
,Lawrence County,IL,USA,0,,,0,0,15765,38.7103305,-87.70438999999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,50,
,Lee County,IL,USA,0,,,0,0,34223,41.746,-89.285056,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,51,
,Livingston County,IL,USA,0,,,0,0,35761,40.8653895,-88.5831695,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,52,
,Logan County,IL,USA,0,,,0,0,28925,40.121167,-89.37321800000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,53,
,McDonough County,IL,USA,0,,,0,0,29955,40.457768,-90.67763099999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,54,
,McHenry County,IL,USA,2,,,0,2,308570,42.3247895,-88.45306400000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,55,
,McLean County,IL,USA,0,,,0,0,172828,40.519263499999994,-88.86443249999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,56,
,Macon County,IL,USA,0,,,0,0,104712,39.854206500000004,-88.981505,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,57,
,Macoupin County,IL,USA,0,,,0,0,45313,39.2609155,-89.9261525,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,58,
,Madison County,IL,USA,0,,,0,0,264461,38.827599,-89.935464,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,59,
,Marion County,IL,USA,0,,,0,0,37620,38.650088499999995,-88.91977650000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,60,
,Marshall County,IL,USA,0,,,0,0,11534,41.0348985,-89.3432225,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,61,
,Mason County,IL,USA,0,,,0,0,13565,40.244898500000005,-89.97840099999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,62,
,Massac County,IL,USA,0,,,0,0,14080,37.2011605,-88.70970249999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,63,
,Menard County,IL,USA,0,,,0,0,12288,40.031325499999994,-89.7865065,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,64,
,Mercer County,IL,USA,0,,,0,0,15601,41.1986765,-90.7739785,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,65,
,Monroe County,IL,USA,0,,,0,0,34335,38.304362,-90.136495,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,66,
,Montgomery County,IL,USA,0,,,0,0,28601,39.2617855,-89.4217495,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,67,
,Morgan County,IL,USA,0,,,0,0,33976,39.698471,-90.26153,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,68,
,Moultrie County,IL,USA,0,,,0,0,14717,39.6195935,-88.641607,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,69,
,Ogle County,IL,USA,0,,,0,0,50923,42.045208,-89.313711,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,70,
,Peoria County,IL,USA,1,,,0,1,180621,40.744068999999996,-89.7183555,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,71,
,Perry County,IL,USA,0,,,0,0,21174,38.084790999999996,-89.356507,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,72,
,Piatt County,IL,USA,0,,,0,0,16396,40.0368775,-88.6031875,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,73,
,Pike County,IL,USA,0,,,0,0,15611,39.620425,-90.9684925,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,74,
,Pope County,IL,USA,0,,,0,0,4212,37.333512999999996,-88.561381,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,75,
,Pulaski County,IL,USA,0,,,0,0,5463,37.2016465,-89.100825,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,76,
,Putnam County,IL,USA,0,,,0,0,5740,41.213094999999996,-89.314386,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,77,
,Randolph County,IL,USA,0,,,0,0,32106,38.013057,-89.89974050000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,78,
,Richland County,IL,USA,0,,,0,0,15763,38.709597,-88.102756,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,79,
,Rock Island County,IL,USA,0,,,0,0,143477,41.554974,-90.61659449999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,80,
,St. Clair County,IL,USA,2,,,0,2,261059,38.43997,-89.98348949999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,81,
,Saline County,IL,USA,0,,,0,0,23906,37.7534775,-88.541215,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,82,
,Sangamon County,IL,USA,3,,,0,3,195348,39.749418500000004,-89.605988,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,83,
,Schuyler County,IL,USA,0,,,0,0,6907,40.1323765,-90.55658600000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,84,
,Scott County,IL,USA,0,,,0,0,4926,39.655125999999996,-90.47332800000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,85,
,Shelby County,IL,USA,0,,,0,0,21741,39.434606,-88.8052905,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,86,
,Stark County,IL,USA,0,,,0,0,5427,41.104095,-89.811954,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,87,
,Stephenson County,IL,USA,0,,,0,0,44753,42.3510465,-89.661208,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,88,
,Tazewell County,IL,USA,0,,,0,0,132328,40.5337375,-89.59421,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,89,
,Union County,IL,USA,0,,,0,0,16841,37.465157500000004,-89.281663,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,90,
,Vermilion County,IL,USA,0,,,0,0,76806,40.179863,-87.734241,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,91,
,Wabash County,IL,USA,0,,,0,0,11549,38.402574,-87.8207125,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,92,
,Warren County,IL,USA,0,,,0,0,17032,40.848296,-90.61453750000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,93,
,Washington County,IL,USA,0,,,0,0,13995,38.363909,-89.4241575,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,94,
,Wayne County,IL,USA,0,,,0,0,16332,38.4308585,-88.42510250000001,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,95,
,White County,IL,USA,0,,,0,0,13665,38.067642,-88.1481,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,96,
,Whiteside County,IL,USA,1,,,0,1,55626,41.7573565,-89.938412,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,97,
,Will County,IL,USA,1,,,0,1,692310,41.465238,-87.89340899999999,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,98,
,Williamson County,IL,USA,0,,,0,0,67056,37.729957,-88.930214,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,99,
,Winnebago County,IL,USA,1,,,0,1,284081,42.325365000000005,-89.170574,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,100,
,Woodford County,IL,USA,1,,,0,1,38463,40.7610345,-89.2466125,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.43902439024390244,101,
,,IL,USA,105,,,,105,12671821,39.74570721281759,-89.26887859227318,http://www.dph.illinois.gov/sites/default/files/COVID19/COVID19CountyResults.json,0.24390243902439024,102,
,DeKalb County,IN,USA,0,0,,0,0,43226,41.397172,-84.998833,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,103,county
,Boone County,IN,USA,1,0,,0,1,66999,40.051773999999995,-86.4677715,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,104,county
,Tippecanoe County,IN,USA,0,0,,0,0,193048,40.388631000000004,-86.89501100000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,105,county
,Johnson County,IN,USA,3,1,,0,2,156225,39.4900085,-86.101242,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,106,county
,Elkhart County,IN,USA,0,0,,0,0,205560,41.598169999999996,-85.858041,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,107,county
,Adams County,IN,USA,1,0,,0,1,35636,40.745404,-84.93797749999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,108,county
,Noble County,IN,USA,1,0,,0,1,47532,41.3952975,-85.42342049999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,109,county
,Madison County,IN,USA,1,0,,0,1,129641,40.1616875,-85.7193405,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,110,county
,St. Joseph County,IN,USA,1,0,,0,1,270771,41.596739,-86.2930665,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,111,county
,Jackson County,IN,USA,0,0,,0,0,44111,38.898375,-86.056745,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,112,county
,Vanderburgh County,IN,USA,0,0,,0,0,180974,37.997158999999996,-87.575276,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,113,county
,Grant County,IN,USA,0,0,,0,0,65936,40.515986999999996,-85.6545605,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,114,county
,Porter County,IN,USA,0,0,,0,0,169594,41.465349,-87.07600400000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,115,county
,Marion County,IN,USA,11,1,,0,10,954670,39.779657,-86.13272599999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,116,county
,Hamilton County,IN,USA,2,0,,0,2,330086,40.0724955,-86.052323,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,117,county
,Lake County,IN,USA,3,0,,0,3,484411,41.4360915,-87.372815,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,118,county
,Morgan County,IN,USA,0,0,,0,0,70116,39.486663,-86.46872300000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,119,county
,Hendricks County,IN,USA,4,0,,0,4,167009,39.762399,-86.510613,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,120,county
,LaPorte County,IN,USA,1,0,,0,1,110007,41.4985245,-86.70959,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,121,county
,Floyd County,IN,USA,1,0,,0,1,77781,38.299344000000005,-85.8968305,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,122,county
,Shelby County,IN,USA,0,0,,0,0,44593,39.5229175,-85.7912735,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,123,county
,Allen County,IN,USA,0,0,,0,0,375351,41.093929,-85.070744,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,124,county
,Tipton County,IN,USA,0,0,,0,0,15128,40.311361500000004,-86.052076,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,125,county
,Rush County,IN,USA,0,0,,0,0,16663,39.6201645,-85.465533,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,126,county
,Orange County,IN,USA,0,0,,0,0,19489,38.541362,-86.49588800000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,127,county
,Crawford County,IN,USA,0,0,,0,0,10558,38.264135499999995,-86.4664205,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,128,county
,Owen County,IN,USA,0,0,,0,0,20845,39.319545500000004,-86.84269800000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,129,county
,Fountain County,IN,USA,0,0,,0,0,16351,40.159532,-87.2651005,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,130,county
,Decatur County,IN,USA,0,0,,0,0,26794,39.292067,-85.4919175,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,131,county
,Fulton County,IN,USA,0,0,,0,0,20092,41.0412495,-86.2069545,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,132,county
,LaGrange County,IN,USA,0,0,,0,0,39330,41.641722,-85.426917,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,133,county
,Knox County,IN,USA,0,0,,0,0,36895,38.6611855,-87.4215765,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,134,county
,Monroe County,IN,USA,0,0,,0,0,146917,39.173286000000004,-86.50153900000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,135,county
,Cass County,IN,USA,0,0,,0,0,37955,40.736143,-86.3733815,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,136,county
,Randolph County,IN,USA,0,0,,0,0,24851,40.157236999999995,-85.011338,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,137,county
,Martin County,IN,USA,0,0,,0,0,10217,38.700171999999995,-86.8032725,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,138,county
,Washington County,IN,USA,0,0,,0,0,27943,38.5984585,-86.078819,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,139,county
,Parke County,IN,USA,0,0,,0,0,16927,39.779033,-87.2218005,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,140,county
,Kosciusko County,IN,USA,0,0,,0,0,79344,41.239367,-85.8647395,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,141,county
,Wayne County,IN,USA,0,0,,0,0,65936,39.8599215,-85.01602550000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,142,county
,Montgomery County,IN,USA,0,0,,0,0,38346,40.039825500000006,-86.893817,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,143,county
,Hancock County,IN,USA,0,0,,0,0,76351,39.821446,-85.76510250000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,144,county
,Vigo County,IN,USA,0,0,,0,0,107386,39.4335005,-87.40453099999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,145,county
,Jefferson County,IN,USA,0,0,,0,0,32208,38.749990499999996,-85.4428255,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,146,county
,Huntington County,IN,USA,0,0,,0,0,36240,40.8291895,-85.48925399999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,147,county
,Harrison County,IN,USA,0,0,,0,0,40350,38.190351500000006,-86.114784,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,148,county
,Wabash County,IN,USA,0,0,,0,0,31280,40.848853500000004,-85.7925115,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,0.8048780487804879,149,county
