name,level,city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,aggregate,rating,tz,featureId,stateId,countryId,hospitalized,countyId,publishedDate
"Guangxi, CHN",state,,,Guangxi,CHN,254,2,252,,0,49260000,23.899949245349177,108.27096784823755,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,43,,,,,
"Guizhou, CHN",state,,,Guizhou,CHN,146,2,144,,0,36000000,26.9387435980386,106.60127648352287,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,44,,,,,
"Hainan, CHN",state,,,Hainan,CHN,168,6,162,,0,9340000,19.150763250500063,109.81287682400003,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,45,,,,,
"Hebei, CHN",state,,,Hebei,CHN,326,6,310,,10,75560000,39.323827419599695,116.65206139450123,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,46,,,,,
"Heilongjiang, CHN",state,,,Heilongjiang,CHN,489,13,469,,7,37730000,48.501949771374576,127.97325321185173,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,47,,,,,
"Henan, CHN",state,,,Henan,CHN,1276,22,1251,,3,96050000,33.87707977965809,113.48442223524788,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,48,,,,,
HKG,country,,,,HKG,845,4,173,,668,7191503,22.41313304250005,114.21021569100003,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Hong_Kong,49,,,,,
"Hubei, CHN",state,,,Hubei,CHN,67802,3203,63612,,987,59170000,31.166405443456426,112.26392825753302,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,50,,,,,
"Hunan, CHN",state,,,Hunan,CHN,1019,4,1014,,1,68990000,27.369414984613826,111.50909061104284,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,51,,,,,
"Inner Mongolia, CHN",state,,,Inner Mongolia,CHN,117,1,74,,42,25000034,45.35383134546877,111.62347220837569,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Ulaanbaatar,52,,,,,
"Jiangsu, CHN",state,,,Jiangsu,CHN,651,0,632,,19,80510000,32.934811713190015,119.14963721029278,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,53,,,,,
"Jiangxi, CHN",state,,,Jiangxi,CHN,937,1,935,,1,46480000,27.275131334293633,116.01917707751011,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,54,,,,,
"Jilin, CHN",state,,,Jilin,CHN,98,1,92,,5,27040000,43.56576924140737,126.47365482303488,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,55,,,,,
"Liaoning, CHN",state,,,Liaoning,CHN,141,2,124,,15,43590000,41.09091390618639,122.31055016440854,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,56,,,,,
MAC,country,,,,MAC,43,0,10,,33,601969,22.13420237850005,113.55058841250002,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Macau,57,,,,,
"Ningxia, CHN",state,,,Ningxia,CHN,75,0,75,,0,6880000,37.31081075681095,106.00808271719359,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,58,,,,,
"Qinghai, CHN",state,,,Qinghai,CHN,18,0,18,,0,6030000,35.43499502195269,96.23774885477579,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,59,,,,,
"Shaanxi, CHN",state,,,Shaanxi,CHN,255,3,244,,8,38640000,35.63509908705319,108.36171166401203,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,60,,,,,
"Shandong, CHN",state,,,Shandong,CHN,778,7,754,,17,100470000,36.33507593620547,118.74515424940193,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,61,,,,,
"Shanghai, CHN",state,,,Shanghai,CHN,526,6,348,,172,24240000,31.266158547445322,121.43153719907554,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,62,,,,,
"Shanxi, CHN",state,,,Shanxi,CHN,137,0,133,,4,37180000,37.66312775369286,112.3891919290642,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,63,,,,,
"Sichuan, CHN",state,,,Sichuan,CHN,555,3,537,,15,83410000,30.165213324835065,102.93966535826965,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,64,,,,,
"Tianjin, CHN",state,,,Tianjin,CHN,180,3,140,,37,15600000,39.40813751918114,117.34508644325369,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,65,,,,,
"Tibet, CHN",state,,,Tibet,CHN,1,0,1,,0,3440000,31.88221486755922,88.74489831230724,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,66,,,,,
"Xinjiang, CHN",state,,,Xinjiang,CHN,76,3,73,,0,24870000,41.752899103285706,84.98429810398284,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,"Asia/Urumqi,Asia/Shanghai",67,,,,,
"Yunnan, CHN",state,,,Yunnan,CHN,184,2,172,,10,48300000,25.179122725058342,101.85510583221756,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,68,,,,,
"Zhejiang, CHN",state,,,Zhejiang,CHN,1260,1,1228,,31,57370000,29.189050400871963,120.1641359794138,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Asia/Shanghai,69,,,,,
COL,country,,,,COL,1267,25,55,,1187,47698524,4.114416812000066,-72.93652033249992,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Bogota,70,,,,,
COG,country,,,,COG,22,2,2,,18,4954674,-0.6556773869999333,14.870201735054954,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Brazzaville,71,,,,,
COD,country,,,,COD,134,13,3,,118,83301151,-4.029468688999948,21.726683794000053,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Lubumbashi,72,,,,,
CRI,country,,,,CRI,416,2,11,,403,4930258,9.615482479500045,-84.21760006449992,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Costa_Rica,73,,,,,
CIV,country,,,,CIV,218,1,19,,198,24184810,7.533667911000066,-5.536220662499915,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Abidjan,74,,,,,
HRV,country,,,,HRV,1079,8,92,,979,4292095,44.48165314050009,16.33771101500008,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Sarajevo,75,,,,,
CUB,country,,,,CUB,269,6,15,,248,11147407,21.528102931500058,-79.28561357349994,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Havana,76,,,,,
CYP,country,,,,CYP,396,11,28,,357,1221549,34.910753335500104,33.197142898000095,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Nicosia,77,,,,,
CZE,country,,,,CZE,4091,53,72,,3966,10674723,49.80312398300006,15.540038086000095,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Prague,78,,,,,
FRO,country,,,,FRO,179,0,91,,88,50730,62.08268870650005,-6.9691055979999135,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,Atlantic/Faroe,79,,,,,
"Greenland, DNK",state,,,Greenland,DNK,10,0,3,,7,,77.31684743914664,-36.74461070059533,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,America/Godthab,80,,,,,
DNK,country,,,,DNK,3757,139,1193,,2425,5605948,56.10986969600006,11.628916862500091,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Copenhagen,81,,,,,
DJI,country,,,,DJI,49,0,8,,41,865267,11.839293826500068,42.58024885700007,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Djibouti,82,,,,,
DOM,country,,,,DOM,1488,68,16,,1404,10734247,18.771246649000062,-70.13417985399988,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Santo_Domingo,83,,,,,
ECU,country,,,,ECU,3368,145,65,,3158,16290913,-1.7634670984999161,-83.4578538649999,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Etc/GMT+6,84,,,,,
EGY,country,,,,EGY,985,66,216,,703,97041072,26.825424706000064,30.791862752500094,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Cairo,85,,,,,
SLV,country,,,,SLV,46,2,0,,44,6172011,13.787057295000054,-88.9058347174999,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/El_Salvador,86,,,,,
GNQ,country,,,,GNQ,16,0,1,,15,778358,2.3796428239493608,9.89327355600011,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Douala,87,,,,,
ERI,country,,,,ERI,22,0,0,,22,5918919,15.182425031500067,39.77066674450006,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Asmara,88,,,,,
EST,country,,,,EST,961,12,48,,901,1251581,58.572233381000025,24.943451368500064,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Tallinn,89,,,,,
SWZ,country,,,,SWZ,9,0,0,,9,1467152,-26.52995574899993,31.451547485500043,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Mbabane,90,,,,,
ETH,country,,,,ETH,35,0,3,,32,105350020,9.170952962500039,40.484484497000125,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Addis_Ababa,91,,,,,
FJI,country,,,,FJI,7,0,0,,7,920938,-17.19878971549994,178.62581910850002,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Pacific/Fiji,92,,,,,
FIN,country,,,,FIN,1615,20,300,,1295,5491218,64.9866635165001,26.09634464500006,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Helsinki,93,,,,,
"French Guiana, FRA",state,,,French Guiana,FRA,57,0,22,,35,,3.9276570495000627,-53.13299882399991,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,America/Cayenne,94,,,,,
"French Polynesia, FRA",state,,,French Polynesia,FRA,39,0,0,,39,,-17.6797,149.4068,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,,,,,,,
"New Caledonia, FRA",state,,,New Caledonia,FRA,18,0,1,,17,,-20.9043,165.618,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,,,,,,,
"Reunion, FRA",state,,,Reunion,FRA,321,0,40,,281,,-21.1351,55.2471,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,,,,,,,
"Saint Barthelemy, FRA",state,,,Saint Barthelemy,FRA,6,0,1,,5,9793,17.903509833000072,-62.82453365799992,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,America/St_Barthelemy,95,,,,,
"St Martin, FRA",state,,,St Martin,FRA,22,1,2,,19,,18.07776461717568,-63.06228647314417,https://github.com/CSSEGISandData/COVID-19,state,0.5882352941176471,America/Marigot,96,,,,,
GAB,country,,,,GAB,21,1,1,,19,1772255,-0.8136401413979657,11.649647050500107,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Libreville,97,,,,,
GMB,country,,,,GMB,4,1,2,,1,2051363,13.442496646000073,-15.340368716999905,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Banjul,98,,,,,
GEO,country,,,,GEO,155,0,28,,127,4926330,42.31029968300004,43.34038972821833,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Tbilisi,99,,,,,
DEU,country,,,,DEU,91159,1275,24575,,65309,80594017,51.09924480150008,10.473758178500105,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Berlin,100,,,,,
GHA,country,,,,GHA,205,5,31,,169,27499924,7.936054182000099,-1.038557295499956,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Accra,101,,,,,
GRC,country,,,,GRC,1613,63,78,,1472,10768477,38.322331546000065,24.119802279500078,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Athens,102,,,,,
GTM,country,,,,GTM,50,1,12,,37,15460732,15.773375903990305,-90.2335965784999,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Guatemala,103,,,,,
GIN,country,,,,GIN,73,0,2,,71,12413867,9.955672506000056,-11.356289228999898,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Freetown,104,,,,,
GUY,country,,,,GUY,23,4,0,,19,737718,4.887909040000061,-58.9307134609999,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Guyana,105,,,,,
HTI,country,,,,HTI,18,0,1,,17,10646714,18.99158356300007,-73.06413834999991,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Port-au-Prince,106,,,,,
VAT,country,,,,VAT,7,0,0,,7,1000,41.90333333950011,12.453533325000109,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Vatican,107,,,,,
HND,country,,,,HND,222,15,3,,204,9038741,14.484747626000058,-86.24603266122396,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Tegucigalpa,108,,,,,
HUN,country,,,,HUN,623,26,43,,554,9850845,47.156127930000025,19.485817912000087,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Budapest,109,,,,,
ISL,country,,,,ISL,1364,4,309,,1051,339747,64.96666087450004,-18.861826138499936,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Atlantic/Reykjavik,110,,,,,
IND,country,,,,IND,2567,72,192,,2303,1281935911,21.151850284000083,82.74863427400004,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Kolkata,111,,,,,
IDN,country,,,,IDN,1986,181,134,,1671,260580739,-2.6357561174999375,118.08721907200007,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Makassar,112,,,,,
IRN,country,,,,IRN,53183,3294,17935,,31954,82021564,32.412651216000036,53.6631116130001,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Tehran,113,,,,,
IRQ,country,,,,IRQ,820,54,226,,540,39192111,33.21901997950006,43.65276391200004,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Baghdad,114,,,,,
IRL,country,,,,IRL,4273,120,5,,4148,5011102,53.46108633000006,-8.136179165499925,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Dublin,115,,,,,
ISR,country,,,,ISR,7428,40,403,,6985,8299706,31.448389692000035,35.06821170350008,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Hebron,116,,,,,
JAM,country,,,,JAM,47,3,2,,42,2990561,18.11774323150007,-77.30223548049992,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Jamaica,117,,,,,
JPN,country,,,,JPN,2617,63,514,,2040,126451398,37.87307291750005,137.65978516150005,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Tokyo,118,,,,,
JOR,country,,,,JOR,310,5,58,,247,10248069,31.280817871500048,37.04788003839781,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Amman,119,,,,,
KAZ,country,,,,KAZ,464,6,29,,429,18556698,47.96872690850006,66.90155419950011,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Almaty,120,,,,,
KEN,country,,,,KEN,122,4,4,,114,47615739,0.1521078450765998,37.889294067000066,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Nairobi,121,,,,,
KOR,country,,,,KOR,10062,174,6021,,3867,51181299,35.91235993050006,127.85698489700007,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Seoul,122,,,,,
KWT,country,,,,KWT,417,0,82,,335,2875422,29.315860290500055,47.48260848850009,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Kuwait,123,,,,,
KGZ,country,,,,KGZ,130,1,6,,123,5789122,41.250428976000094,74.71831221500008,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Bishkek,124,,,,,
LVA,country,,,,LVA,493,1,1,,491,1944643,56.862861023500045,24.59194014100008,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Riga,125,,,,,
LBN,country,,,,LBN,508,17,50,,441,6229794,33.86861807120964,35.85466820900007,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Beirut,126,,,,,
LBR,country,,,,LBR,7,0,0,,7,4689021,6.419949359948774,-9.434906172499936,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Monrovia,127,,,,,
LIE,country,,,,LIE,75,0,0,,75,38244,47.15983571400008,9.533092081500058,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Vaduz,128,,,,,
LTU,country,,,,LTU,696,9,7,,680,2823859,55.16278391600002,23.911012610500066,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Vilnius,129,,,,,
LUX,country,,,,LUX,2612,31,500,,2081,594130,49.80347279900003,6.1075130615000575,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Luxembourg,130,,,,,
MDG,country,,,,MDG,70,0,0,,70,25054161,-18.792128187999936,46.863413933500084,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Indian/Antananarivo,131,,,,,
MYS,country,,,,MYS,3333,53,827,,2453,31381992,3.9309068840000734,109.69719485800007,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Etc/GMT-7,132,,,,,
MDV,country,,,,MDV,19,0,13,,6,392709,4.213175576792927,73.52910604309824,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Indian/Maldives,133,,,,,
MLT,country,,,,MLT,202,0,2,,200,416338,35.88346995650005,14.445323113000057,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Malta,134,,,,,
MRT,country,,,,MRT,6,1,2,,3,19245344,17.606562093000058,8.053466634000088,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Africa/Niamey,135,,,,,
MUS,country,,,,MUS,186,7,0,,179,1356388,-20.255710544999943,57.57675214950007,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Indian/Mauritius,136,,,,,
MEX,country,,,,MEX,1510,50,633,,827,124574795,23.629557940500092,-101.93334401247205,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,America/Mexico_City,137,,,,,
MDA,country,,,,MDA,591,8,26,,557,3474121,46.967069702500055,28.28525496400006,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Chisinau,138,,,,,
MCO,country,,,,MCO,64,1,3,,60,30645,43.743117918500026,7.401602119563048,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Paris,139,,,,,
MNG,country,,,,MNG,14,0,2,,12,3068243,46.85141784700008,103.85503503500007,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Asia/Ulaanbaatar,140,,,,,
MNE,country,,,,MNE,174,2,1,,171,642550,42.69257924700006,19.39135339350007,https://github.com/CSSEGISandData/COVID-19,country,0.5490196078431373,Europe/Podgorica,141,,,,,
