city,county,state,country,population,lat,long,url,cases,deaths,recovered,active,tested,growthFactor,date
,Muscatine County,IA,USA,42929,41.4659825,-91.076572,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,6,,,6,,,2020-03-26
,Pottawattamie County,IA,USA,93533,41.3330975,-95.5872695,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,3,,,3,,,2020-03-26
,Washington County,IA,USA,22141,41.336486,-91.715019,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,8,,,8,,,2020-03-26
,Adair County,IA,USA,7063,41.330641,-94.47111100000001,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,1,,,1,,,2020-03-26
,Warren County,IA,USA,51056,41.3362875,-93.559249,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,1,,,1,,,2020-03-26
,Mahaska County,IA,USA,22000,41.335307,-92.640827,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,1,,,1,,,2020-03-26
,Henry County,IA,USA,20067,40.9877265,-91.5445425,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,1,,,1,,,2020-03-26
,Wapello County,IA,USA,35205,41.030773999999994,-92.4097165,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,1,,,1,,,2020-03-26
,Des Moines County,IA,USA,39138,40.885195499999995,-91.1757885,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,1,,,1,,,2020-03-26
,Page County,IA,USA,15249,40.738309,-95.149189,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,1,,,1,,,2020-03-26
,Appanoose County,IA,USA,12437,40.74145,-92.86782500000001,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,1,,,1,,,2020-03-26
,,IA,USA,3155070,41.94023846253498,-93.38911747419203,https://opendata.arcgis.com/datasets/6a84756c2e444a87828bb7ce699fdac6_0.csv,179,1,,,,,2020-03-26
,Kootenai County,ID,USA,161505,47.678798,-116.682741,https://coronavirus.idaho.gov,9,,,,,,2020-03-26
,Idaho County,ID,USA,16513,45.888339,-115.5575175,https://coronavirus.idaho.gov,1,,,,,,2020-03-26
,Nez Perce County,ID,USA,40408,46.242557000000005,-116.7125255,https://coronavirus.idaho.gov,4,,,,,,2020-03-26
,Canyon County,ID,USA,223499,43.5852035,-116.7501815,https://coronavirus.idaho.gov,21,1,,,,,2020-03-26
,Payette County,ID,USA,23551,43.972569,-116.71586149999999,https://coronavirus.idaho.gov,1,,,,,,2020-03-26
,Ada County,ID,USA,469966,43.4598845,-116.24404999999999,https://coronavirus.idaho.gov,53,,,,,,2020-03-26
,Valley County,ID,USA,11041,44.683766500000004,-115.45312899999999,https://coronavirus.idaho.gov,1,,,,,,2020-03-26
,Blaine County,ID,USA,22601,43.282529499999995,-114.00192949999999,https://coronavirus.idaho.gov,82,2,,,,,2020-03-26
,Cassia County,ID,USA,23864,42.337972,-113.64375150000001,https://coronavirus.idaho.gov,1,,,,,,2020-03-26
,Twin Falls County,ID,USA,86081,42.456197,-114.5194735,https://coronavirus.idaho.gov,1,,,,,,2020-03-26
,Bannock County,ID,USA,87138,42.639468,-112.31326899999999,https://coronavirus.idaho.gov,2,,,,,,2020-03-26
,Bingham County,ID,USA,46236,43.2448975,-112.2977775,https://coronavirus.idaho.gov,1,,,,,,2020-03-26
,Custer County,ID,USA,4280,44.223870000000005,-114.3127115,https://coronavirus.idaho.gov,1,,,,,,2020-03-26
,Fremont County,ID,USA,13168,44.319216499999996,-111.60171700000001,https://coronavirus.idaho.gov,1,,,,,,2020-03-26
,Jefferson County,ID,USA,29439,43.8407325,-112.161773,https://coronavirus.idaho.gov,2,,,,,,2020-03-26
,Madison County,ID,USA,39304,43.7761065,-111.69102749999999,https://coronavirus.idaho.gov,2,,,,,,2020-03-26
,Teton County,ID,USA,11640,43.742301499999996,-111.2230055,https://coronavirus.idaho.gov,2,,,,,,2020-03-26
,,ID,USA,1787065,45.49602738420207,-114.12702030654191,https://coronavirus.idaho.gov,185,3,,,,,2020-03-26
,Adams County,IL,USA,65691,39.9787775,-91.212524,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Champaign County,IL,USA,209983,40.139787999999996,-88.19621000000001,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,8,,,,,,2020-03-26
,Christian County,IL,USA,32661,39.583156,-89.2802045,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Clinton County,IL,USA,37639,38.579451500000005,-89.4227085,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,5,,,,,,2020-03-26
,Cumberland County,IL,USA,10808,39.275043,-88.2394565,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,DeKalb County,IL,USA,104143,41.8909545,-88.765222,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,3,,,,,,2020-03-26
,Douglas County,IL,USA,19479,39.7656955,-88.2051055,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,DuPage County,IL,USA,928589,41.8397805,-88.0886665,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,182,1,,,,,2020-03-26
,Franklin County,IL,USA,38701,37.993596999999994,-88.9411015,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Grundy County,IL,USA,50972,41.285694500000005,-88.4184245,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,2,,,,,,2020-03-26
,Jackson County,IL,USA,57419,37.7586175,-89.4158765,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Jo Daviess County,IL,USA,21366,42.3509385,-90.288092,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Kane County,IL,USA,534216,41.9369435,-88.419968,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,57,1,,,,,2020-03-26
,Kankakee County,IL,USA,110024,41.146305999999996,-87.889151,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,15,,,,,,2020-03-26
,Kendall County,IL,USA,127915,41.590843,-88.42785900000001,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,7,,,,,,2020-03-26
,Lake County,IL,USA,700832,42.324290500000004,-87.9794555,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,185,,,,,,2020-03-26
,LaSalle County,IL,USA,109430,41.278569000000005,-88.87672,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,3,,,,,,2020-03-26
,Livingston County,IL,USA,35761,40.8653895,-88.5831695,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,McHenry County,IL,USA,308570,42.3247895,-88.45306400000001,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,27,1,,,,,2020-03-26
,McLean County,IL,USA,172828,40.519263499999994,-88.86443249999999,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,7,1,,,,,2020-03-26
,Madison County,IL,USA,264461,38.827599,-89.935464,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,6,,,,,,2020-03-26
,Marshall County,IL,USA,11534,41.0348985,-89.3432225,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Monroe County,IL,USA,34335,38.304362,-90.136495,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,3,,,,,,2020-03-26
,Morgan County,IL,USA,33976,39.698471,-90.26153,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Peoria County,IL,USA,180621,40.744068999999996,-89.7183555,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,5,,,,,,2020-03-26
,Rock Island County,IL,USA,143477,41.554974,-90.61659449999999,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,4,,,,,,2020-03-26
,St. Clair County,IL,USA,261059,38.43997,-89.98348949999999,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,13,,,,,,2020-03-26
,Sangamon County,IL,USA,195348,39.749418500000004,-89.605988,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,7,1,,,,,2020-03-26
,Stephenson County,IL,USA,44753,42.3510465,-89.661208,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,2,,,,,,2020-03-26
,Tazewell County,IL,USA,132328,40.5337375,-89.59421,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,2,,,,,,2020-03-26
,Washington County,IL,USA,13995,38.363909,-89.4241575,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Whiteside County,IL,USA,55626,41.7573565,-89.938412,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Will County,IL,USA,692310,41.465238,-87.89340899999999,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,67,3,,,,,2020-03-26
,Williamson County,IL,USA,67056,37.729957,-88.930214,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1,,,,,,2020-03-26
,Winnebago County,IL,USA,284081,42.325365000000005,-89.170574,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,8,,,,,,2020-03-26
,Woodford County,IL,USA,38463,40.7610345,-89.2466125,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,3,,,,,,2020-03-26
,Cook County,IL,USA,5180493,41.811950499999995,-87.893711,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,1904,18,,,,,2020-03-26
,,IL,USA,12671821,39.74570721281759,-89.26887859227318,http://www.dph.illinois.gov/sitefiles/COVIDTestResults.json,2538,26,,,,,2020-03-26
,DeKalb County,IN,USA,43226,41.397172,-84.998833,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Boone County,IN,USA,66999,40.051773999999995,-86.4677715,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,7,,,,,,2020-03-26
,Tippecanoe County,IN,USA,193048,40.388631000000004,-86.89501100000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,7,,,,,,2020-03-26
,Johnson County,IN,USA,156225,39.4900085,-86.101242,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,36,3,,,,,2020-03-26
,Elkhart County,IN,USA,205560,41.598169999999996,-85.858041,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,7,,,,,,2020-03-26
,Adams County,IN,USA,35636,40.745404,-84.93797749999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Noble County,IN,USA,47532,41.3952975,-85.42342049999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Madison County,IN,USA,129641,40.1616875,-85.7193405,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,4,,,,,,2020-03-26
,St. Joseph County,IN,USA,270771,41.596739,-86.2930665,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,21,,,,,,2020-03-26
,Jackson County,IN,USA,44111,38.898375,-86.056745,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,2,,,,,,2020-03-26
,Vanderburgh County,IN,USA,180974,37.997158999999996,-87.575276,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,4,,,,,,2020-03-26
,Grant County,IN,USA,65936,40.515986999999996,-85.6545605,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,3,,,,,,2020-03-26
,Porter County,IN,USA,169594,41.465349,-87.07600400000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,5,,,,,,2020-03-26
,Marion County,IN,USA,954670,39.779657,-86.13272599999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,293,6,,,,,2020-03-26
,Hamilton County,IN,USA,330086,40.0724955,-86.052323,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,40,,,,,,2020-03-26
,Lake County,IN,USA,484411,41.4360915,-87.372815,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,31,,,,,,2020-03-26
,Morgan County,IN,USA,70116,39.486663,-86.46872300000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,7,,,,,,2020-03-26
,Hendricks County,IN,USA,167009,39.762399,-86.510613,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,21,,,,,,2020-03-26
,LaPorte County,IN,USA,110007,41.4985245,-86.70959,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,2,,,,,,2020-03-26
,Floyd County,IN,USA,77781,38.299344000000005,-85.8968305,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,7,,,,,,2020-03-26
,Shelby County,IN,USA,44593,39.5229175,-85.7912735,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,2,,,,,,2020-03-26
,Allen County,IN,USA,375351,41.093929,-85.070744,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,8,1,,,,,2020-03-26
,Tipton County,IN,USA,15128,40.311361500000004,-86.052076,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,2,,,,,,2020-03-26
,Rush County,IN,USA,16663,39.6201645,-85.465533,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Orange County,IN,USA,19489,38.541362,-86.49588800000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Owen County,IN,USA,20845,39.319545500000004,-86.84269800000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,4,,,,,,2020-03-26
,Fountain County,IN,USA,16351,40.159532,-87.2651005,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Decatur County,IN,USA,26794,39.292067,-85.4919175,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,13,,,,,,2020-03-26
,Monroe County,IN,USA,146917,39.173286000000004,-86.50153900000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,6,,,,,,2020-03-26
,Washington County,IN,USA,27943,38.5984585,-86.078819,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,3,,,,,,2020-03-26
,Wayne County,IN,USA,65936,39.8599215,-85.01602550000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Montgomery County,IN,USA,38346,40.039825500000006,-86.893817,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,2,,,,,,2020-03-26
,Hancock County,IN,USA,76351,39.821446,-85.76510250000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,9,1,,,,,2020-03-26
,Vigo County,IN,USA,107386,39.4335005,-87.40453099999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,3,,,,,,2020-03-26
,Harrison County,IN,USA,40350,38.190351500000006,-86.114784,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,2,,,,,,2020-03-26
,Delaware County,IN,USA,114772,40.2282065,-85.3964875,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,7,1,,,,,2020-03-26
,Posey County,IN,USA,25540,38.001000000000005,-87.87335350000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Ohio County,IN,USA,5844,38.9659135,-84.9850845,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Warren County,IN,USA,8263,40.3021425,-87.311793,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Franklin County,IN,USA,22736,39.397251999999995,-85.056989,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,13,1,,,,,2020-03-26
,Wells County,IN,USA,28206,40.742376,-85.258652,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Marshall County,IN,USA,46248,41.325298000000004,-86.2605775,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Sullivan County,IN,USA,20690,39.080525,-87.4431845,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Brown County,IN,USA,15234,39.196282,-86.23083349999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Ripley County,IN,USA,28523,39.1115335,-85.2549985,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,11,,,,,,2020-03-26
,Howard County,IN,USA,82366,40.469593,-86.1189395,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,6,1,,,,,2020-03-26
,Dearborn County,IN,USA,49568,39.1234195,-84.9759795,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,3,,,,,,2020-03-26
,Scott County,IN,USA,23878,38.6948615,-85.729157,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,1,,,,,2020-03-26
,Bartholomew County,IN,USA,82753,39.192976,-85.885058,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,6,,,,,,2020-03-26
,Jasper County,IN,USA,33370,41.011453,-87.1030475,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,3,1,,,,,2020-03-26
,Lawrence County,IN,USA,45668,38.8394825,-86.47919150000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,2,,,,,,2020-03-26
,Clark County,IN,USA,117360,38.436953,-85.704951,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,10,,,,,,2020-03-26
,Miami County,IN,USA,35567,40.780922000000004,-86.01632649999999,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Fayette County,IN,USA,23047,39.6569625,-85.1680795,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,3,,,,,,2020-03-26
,Putnam County,IN,USA,37779,39.668384,-86.8280865,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,2,1,,,,,2020-03-26
,Starke County,IN,USA,22935,41.302205,-86.6983865,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Warrick County,IN,USA,62567,38.062363000000005,-87.245218,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,3,,,,,,2020-03-26
,Dubois County,IN,USA,42565,38.365024000000005,-86.87606650000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,1,,,,,,2020-03-26
,Gibson County,IN,USA,33452,38.349461,-87.64698250000001,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,3,,,,,,2020-03-26
,Jennings County,IN,USA,27611,39.0015625,-85.619944,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,4,,,,,,2020-03-26
,,IN,USA,6732219,39.774149595877134,-86.41467899783746,https://opendata.arcgis.com/datasets/d14de7e28b0448ab82eb36d6f25b1ea1_0.csv,645,17,,,,,2020-03-26
,Bourbon County,KS,USA,14653,37.8554055,-94.8510315,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Lyon County,KS,USA,33406,38.4550255,-96.15146899999999,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,3,,,,,,2020-03-26
,Butler County,KS,USA,66765,37.781624,-96.8380565,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,3,,,,,,2020-03-26
,Mitchell County,KS,USA,6150,39.393393,-98.2093055,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,2,,,,,,2020-03-26
,Cherokee County,KS,USA,20015,37.169036,-94.846401,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,2,,,,,,2020-03-26
,Morris County,KS,USA,5521,38.695862,-96.6432685,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,2,,,,,,2020-03-26
,Crawford County,KS,USA,39019,37.506467,-94.85248899999999,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,3,,,,,,2020-03-26
,Neosho County,KS,USA,15951,37.5588805,-95.306786,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Doniphan County,KS,USA,7682,39.8075365,-95.0996695,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Pottawatomie County,KS,USA,24277,39.34643,-96.3786975,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Douglas County,KS,USA,121436,38.9032655,-95.2786225,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,13,,,,,,2020-03-26
,Reno County,KS,USA,62342,37.9532965,-98.085743,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,4,,,,,,2020-03-26
,Franklin County,KS,USA,25631,38.5641325,-95.28237,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Riley County,KS,USA,73703,39.30484,-96.67513550000001,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Jackson County,KS,USA,13280,39.434541,-95.800039,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Sedgwick County,KS,USA,513607,37.693458500000006,-97.4803755,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,16,,,,,,2020-03-26
,Jefferson County,KS,USA,18975,39.225465,-95.38833650000001,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Shawnee County,KS,USA,177499,39.0431675,-95.769657,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,4,,,,,,2020-03-26
,Johnson County,KS,USA,597555,38.899654999999996,-94.8319645,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,59,,,,,,2020-03-26
,Sumner County,KS,USA,22996,37.237113,-97.4776605,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Leavenworth County,KS,USA,81352,39.186572999999996,-94.981753,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,12,,,,,,2020-03-26
,Woodson County,KS,USA,3183,37.886477,-95.740189,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,1,,,,,,2020-03-26
,Linn County,KS,USA,9750,38.213500999999994,-94.845245,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,4,,,,,,2020-03-26
,Wyandotte County,KS,USA,165324,39.097156,-94.749349,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,34,,,,,,2020-03-26
,,KS,USA,2913314,38.49995525967745,-98.33450321689992,https://khap2.kdhe.state.ks.us/NewsRelease/COVID19/COVID-19_March_26_2020_.pdf,171,,,,,,2020-03-26
,Allen County,KY,USA,21122,36.781963000000005,-86.184202,https://datawrapper.dwcdn.net/BbowM/23/,1,,,1,,,2020-03-26
,Anderson County,KY,USA,22663,38.006761,-84.983185,https://datawrapper.dwcdn.net/BbowM/23/,1,1,,,,,2020-03-26
,Boone County,KY,USA,131533,38.9623755,-84.7476975,https://datawrapper.dwcdn.net/BbowM/23/,4,,,4,,,2020-03-26
,Bourbon County,KY,USA,20184,38.219389,-84.20771500000001,https://datawrapper.dwcdn.net/BbowM/23/,2,1,,1,,,2020-03-26
,Breathitt County,KY,USA,12726,37.5160525,-83.2641725,https://datawrapper.dwcdn.net/BbowM/23/,2,,,2,,,2020-03-26
,Calloway County,KY,USA,39135,36.6237285,-88.260782,https://datawrapper.dwcdn.net/BbowM/23/,2,,,2,,,2020-03-26
,Campbell County,KY,USA,93152,38.964178000000004,-84.368998,https://datawrapper.dwcdn.net/BbowM/23/,1,,,1,,,2020-03-26
,Christian County,KY,USA,71671,36.898191,-87.4963695,https://datawrapper.dwcdn.net/BbowM/23/,5,,,5,,,2020-03-26
,Clark County,KY,USA,36249,37.969647,-84.1563345,https://datawrapper.dwcdn.net/BbowM/23/,5,,,5,,,2020-03-26
,Daviess County,KY,USA,101104,37.745518000000004,-87.11282349999999,https://datawrapper.dwcdn.net/BbowM/23/,22,,,22,,,2020-03-26
,Fayette County,KY,USA,323780,38.0286565,-84.47260800000001,https://datawrapper.dwcdn.net/BbowM/23/,42,1,2,39,,,2020-03-26
,Franklin County,KY,USA,50815,38.235181499999996,-84.8744395,https://datawrapper.dwcdn.net/BbowM/23/,3,,,3,,,2020-03-26
,Grayson County,KY,USA,26321,37.469381999999996,-86.34799050000001,https://datawrapper.dwcdn.net/BbowM/23/,2,,,2,,,2020-03-26
,Hardin County,KY,USA,110356,37.723724000000004,-85.977879,https://datawrapper.dwcdn.net/BbowM/23/,2,,,2,,,2020-03-26
,Harrison County,KY,USA,18778,38.4299455,-84.3297375,https://datawrapper.dwcdn.net/BbowM/23/,11,,1,10,,,2020-03-26
,Henderson County,KY,USA,45591,37.807209,-87.59935,https://datawrapper.dwcdn.net/BbowM/23/,2,,,2,,,2020-03-26
,Hopkins County,KY,USA,45068,37.3377655,-87.5733355,https://datawrapper.dwcdn.net/BbowM/23/,1,,,1,,,2020-03-26
