city,county,state,country,cases,deaths,recovered,tested,active,population,lat,long,url,maintainers,rating,tz,featureId,sources,curators
,,,PHL,380,25,17,,338,104256076,12.108262437000064,121.93718509200005,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Manila""]",10,,
,,,IND,396,7,27,,362,1281935911,21.151850284000083,82.74863427400004,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Kolkata""]",11,,
,,,SWE,1934,21,16,,1897,9960487,62.191185204500094,17.635630730000088,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Stockholm""]",12,,
,,,BEL,3401,75,263,,3063,11491346,50.49042053300006,4.4297657472728815,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Brussels""]",13,,
,,,EGY,327,14,56,,257,97041072,26.825424706000064,30.791862752500094,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Africa/Cairo""]",14,,
,,,LBN,248,4,8,,236,6229794,33.86861807120964,35.85466820900007,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Beirut""]",15,,
,,,IRQ,233,20,57,,156,39192111,33.21901997950006,43.65276391200004,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Baghdad""]",16,,
,,,OMN,55,0,17,,38,3424386,21.444199937000064,55.911594682500095,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Muscat""]",17,,
,,,AFG,40,1,1,,38,34124811,33.930139364000084,67.6895422770001,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Kabul""]",18,,
,,,BHR,332,2,149,,181,1410942,26.024400132000068,50.53386477950008,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Bahrain""]",19,,
,,,KWT,188,0,27,,161,2875422,29.315860290500055,47.48260848850009,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Kuwait""]",20,,
,,,DZA,201,17,65,,119,40969443,28.032339379000085,1.6432377520000898,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Africa/Algiers""]",21,,
,,,HRV,254,1,5,,248,4292095,44.48165314050009,16.33771101500008,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Sarajevo""]",22,,
,,,CHE,7245,98,131,,7016,8236303,46.840811259500086,8.258983805500094,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Zurich""]",23,,
,,,AUT,3244,16,9,,3219,8754413,47.71313527500007,13.334746337500093,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Vienna""]",24,,
,,,ISR,1071,1,37,,1033,8299706,31.448389692000035,35.06821170350008,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Hebron""]",25,,
,,,PAK,776,5,5,,766,204924861,30.377750552000087,68.94667484550007,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Karachi""]",26,,
,,,BRA,1593,25,2,,1566,207353391,-14.236725569657125,-54.38839290699988,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""America/Cuiaba""]",27,,
,,,GEO,54,0,3,,51,4926330,42.31029968300004,43.34038972821833,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Tbilisi""]",28,,
,,,GRC,624,15,19,,590,10768477,38.322331546000065,24.119802279500078,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Athens""]",29,,
,,,MKD,114,1,1,,112,2103721,41.591247966000054,21.726869751000095,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Skopje""]",30,,
,,,NOR,2383,7,1,,2375,5320045,69.25525543850006,18.013723178000077,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Oslo""]",31,,
,,,ROU,433,3,64,,366,21529967,45.95662750300005,24.950926754500074,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Bucharest""]",32,,
,,,EST,326,0,2,,324,1251581,58.572233381000025,24.943451368500064,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Tallinn""]",33,,
,,,SMR,160,20,4,,136,33537,43.92963720000006,12.437976970500117,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/San_Marino""]",34,,
,,,BLR,76,0,15,,61,9549747,53.72384073950006,27.942588541500044,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Minsk""]",35,,
,,,ISL,568,1,36,,531,339747,64.96666087450004,-18.861826138499936,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Atlantic/Reykjavik""]",36,,
,,,LTU,131,1,1,,129,2823859,55.16278391600002,23.911012610500066,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Vilnius""]",37,,
,,,MEX,251,2,4,,245,124574795,23.629557940500092,-101.93334401247205,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""America/Mexico_City""]",38,,
,,,NZL,66,0,0,,66,4510327,-40.878065687999936,172.51685631600003,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Pacific/Auckland""]",39,,
,,,NGA,30,0,2,,28,190632261,9.07578074450008,8.671077514500098,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Africa/Lagos""]",40,,
,,,IRL,906,4,5,,897,5011102,53.46108633000006,-8.136179165499925,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Dublin""]",41,,
,,,LUX,798,8,6,,784,594130,49.80347279900003,6.1075130615000575,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Luxembourg""]",42,,
,,,MCO,23,0,1,,22,30645,43.743117918500026,7.401602119563048,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Paris""]",43,,
,,,QAT,494,0,33,,461,2314307,25.363913984500023,51.18376712300005,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Qatar""]",44,,
,,,ECU,789,14,3,,772,16290913,-1.7634670984999161,-83.4578538649999,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Etc/GMT+6""]",45,,
,,,AZE,65,1,10,,54,9961396,40.14320973750006,47.50227481750011,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Baku""]",46,,
,,,ARM,194,0,2,,192,3045191,40.077076823500036,45.01914310700013,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Yerevan""]",47,,
,,,DOM,202,3,0,,199,10734247,18.771246649000062,-70.13417985399988,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""America/Santo_Domingo""]",48,,
,,,IDN,514,48,29,,437,260580739,-2.6357561174999375,118.08721907200007,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Makassar""]",49,,
,,,PRT,1600,14,5,,1581,10839514,37.400416263500055,-15.94334102749994,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Etc/GMT+1""]",50,,
,,,AND,113,1,1,,111,85702,42.51501586950006,1.5681518960000886,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Andorra""]",51,,
,,,LVA,139,0,1,,138,1944643,56.862861023500045,24.59194014100008,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Riga""]",52,,
,,,MAR,115,4,3,,108,33986655,28.67223747529175,-9.030622863196513,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Africa/Casablanca""]",53,,
,,,SAU,511,0,16,,495,28571770,24.244550886000077,45.132142167500064,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Riyadh""]",54,,
,,,SEN,67,0,5,,62,14668522,14.474492289500091,-14.37969132899994,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Africa/Dakar""]",55,,
,,,ARG,225,4,3,,218,44293293,-38.42173074799991,-63.626654215499926,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""America/Argentina/Salta""]",56,,
,,,CHL,632,1,8,,623,17789267,-36.567062457499944,-71.3604937374999,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""America/Santiago""]",57,,
,,,JOR,112,0,1,,111,10248069,31.280817871500048,37.04788003839781,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Amman""]",58,,
,,,UKR,73,3,1,,69,44033874,48.79241852100008,31.137251424000127,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Kiev""]",59,,
,,,HUN,131,6,16,,109,9850845,47.156127930000025,19.485817912000087,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Budapest""]",60,,
,,,LIE,37,0,0,,37,38244,47.15983571400008,9.533092081500058,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Vaduz""]",61,,
,,,POL,634,7,1,,626,38476269,51.93482900350006,19.125478149000088,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Warsaw""]",62,,
,,,TUN,75,3,1,,71,11403800,33.78217031200008,9.521981649000097,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Africa/Tunis""]",63,,
,,,BIH,126,1,2,,123,3856181,43.91899993950011,17.668099406000096,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Sarajevo""]",64,,
,,,SVN,414,2,0,,412,1972126,46.14379954050001,14.940281412500084,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Europe/Ljubljana""]",65,,
,,,ZAF,274,0,0,,274,54841552,-28.469792578999943,24.690074089500087,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Africa/Johannesburg""]",66,,
,,,BTN,2,0,0,,2,758288,27.518180482737833,90.40745792650009,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Asia/Thimphu""]",67,,
,,,CMR,40,0,0,,40,24994885,7.407972718000032,12.350860429500074,https://github.com/CSSEGISandData/COVID-19,"[{""name"":""Larry Davis"",""email"":""lazdnet@gmail.com"",""twitter"":""lazdnet"",""github"":""lazd"",""country"":""USA"",""state"":""CA"",""county"":""San Francisco"",""city"":""San Francisco"",""flag"":""🇺🇸""}]",0.4146341463414634,"[""Africa/Douala""]",68,,
